Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link,Answer explanation
The most recent common ancestor of apples and roses is more recent than the most recent common ancestor of roses and red algae.,"True/""False",1,"""False",,,,1,,,
This tree shows that red algae evolved into green algae which evolved into mosses which evolved into ferns and so on.,"True/""False",1,"""False",,,,2,,,
Which of the following is the most predictable outcome of increased gene flow between two populations?,Multiple Choice,Lower average fitness in both populations,Higher average fitness in both populations,Increased genetic difference between the two populations,Decreased genetic difference between the two populations,Increased genetic drift,4,,
Two frog populations... sing slightly different courtship songs. Increased irrigation makes the land between the two lakes wetter... predict what will likely happen to the songs of the two frog populations.,Multiple Choice,The songs become more similar to each other.,The songs become more different from each other.,There is no change in the frog courtship songs.,You cannot predict a change in the courtship songs.,,1,,
The data in the accompanying figure show the relative fitness of these [Steelhead trout] offspring. What statement best summarizes the results?,Multiple Choice,The gene flow between hatchery-reared and wild populations is increasing the fitness of the wild populations.,The gene flow between hatchery-reared and wild populations is either helping or hindering the fitness.,These data do not help us understand effects of gene flow on fitness.,The gene flow between hatchery-reared and wild populations is leading to a decline in fitness of wild populations.,,4,,
Which of the following statements best describes the effect of genetic drift on allele frequencies?,Multiple Choice,Gene flow leads to random fluctuations in allele frequencies.,Genetic drift causes a directional change in allele frequencies.,Gene flow increases allele frequencies.,Genetic drift can cause significant random changes in allele frequencies.,,4,,
Genetic variation _______.,Multiple Choice,is created by the direct action of natural selection,arises in response to changes in the environment,must be present in a population before natural selection can act upon the population,tends to be reduced by when diploid organisms produce gametes,,3,,
Based on your understanding of evolutionary mechanisms which of the following most likely occurred in the vole populations following the [Chernobyl] accident?,Multiple Choice,Mutation caused major changes in rodent physiology over time.,Mutation led to increased genetic variation.,Mutation caused genetic drift and decreased fitness.,Mutation caused the fixation of new alleles.,,2,,
Mutation is the only evolutionary mechanism that _______.,Multiple Choice,is the ultimate source of variation in natural populations,does little to change allele frequencies,decreases fitness,is more important in eukaryotes than in prokaryotes,has no effect on genetic variation,1,,
Natural selection _______.,Multiple Choice,is a random process,creates beneficial mutations,completely eliminates harmful mutations,can favor beneficial mutations,,4,,
If the human flu virus contributes a gene for Tamiflu resistance... and if the new virus is introduced to an environment lacking Tamiflu then what is most likely to occur?,Multiple Choice,The new virus will maintain its Tamiflu-resistance gene.,The new virus will typically evolve absolute Tamiflu resistance.,If the Tamiflu-resistance gene involves a cost it will experience directional selection leading to reduction in its frequency.,If the Tamiflu-resistance gene confers no benefit... the virus will increase in frequency.,,3,,
Pea aphids... are the only animals able to synthesize their own carotenoid pigments due to lateral gene transfer... Select the correct statement below.,Multiple Choice,The lateral transfer of genes... had a deleterious effect.,Natural selection favored the lateral transfer of genes.,The lateral transfer of genes... is a form of mutation.,The lateral transfer of genes... occurred to provide the aphids with protection.,,3,,
Calculate the allele frequencies in this population of palm trees.,Multiple Choice,"0.3F, 0.3f","0.3FF, 0.4Ff, 0.3ff","0.5F, 0.5f","4FF, 6Ff, 4ff","0.3F, 0.7f",3,,
Which of the following drawings would be the best choice to complete this model of genetic drift in a palm tree population?,Multiple Choice,Drawing A,Drawing B,Drawing C,Drawing D,,1,,
Which of the following drawings would be the best choice to complete this model of gene flow in a palm tree population?,Multiple Choice,Drawing A,Drawing B,Drawing C,Drawing D,,3,,
Which of the following drawings would be the best choice to complete this model of natural selection in a palm tree population?,Multiple Choice,Drawing A,Drawing B,Drawing C,Drawing D,,1,,
This model suggests that there is a barrier to gene flow between high-altitude populations.,"True/""False",1,"""False",,,,1,,
This model shows genetic drift in one population.,"True/""False",1,"""False",,,,2,,
The color code in this model represents genotypes.,"True/""False",1,"""False",,,,1,,
This model shows that evolution is occurring.,"True/""False",1,"""False",,,,1,,
This model shows the origin of a new allele via mutation.,"True/""False",1,"""False",,,,1,,
The allele frequencies of moss on the taller mountain are 0.86A and 0.14a.,"True/""False",1,"""False",,,,2,,
Two populations of birds... live on opposite sides of a peninsula... When birds from the two populations are brought together they produce young whose appearance is intermediate... What keeps the two populations separate?,Multiple Choice,Temporal reproductive isolation,Lack of hybrid viability,Behavioral reproductive isolation,Habitat isolation,,4,,
Dog breeders maintain the purity of breeds by keeping dogs of different breeds apart when they are fertile. This kind of isolation is most similar to which of the following reproductive isolating mechanisms?,Multiple Choice,Temporal isolation,Gametic isolation,Behavioral isolation,Habitat isolation,,4,,
Fishers typically target the largest and thus oldest fish... Which of the following best predicts the effect of natural selection due to this fishing strategy on the life history traits of the commercially popular fish?,Multiple Choice,A greater proportion of the fish population would be made up of individuals that become reproductively mature at a smaller size and thus an earlier age.,A greater proportion of the fish population would be made up of individuals that become reproductively mature at a larger size and thus an older age.,There would be no change in the life histories of these fish populations as a species' age at reproduction cannot change.,A greater proportion of the fish population would be made up of individuals that become reproductively mature at a smaller size and thus an older age.,,1,,
The changes in the commercially popular fish populations' life history traits is an example of what type of selection pressure?,Multiple Choice,Strong,Weak,Neutral,,,1,,
Cystic fibrosis is a genetic disorder in homozygous recessives... If 9 in 10000 newborn babies have the disease what are the expected frequencies of the dominant (A1) and recessive (A2) alleles according to the Hardy-Weinberg model?,Multiple Choice,"F(A1) = 0.9997, F(A2) = 0.0003","F(A1) = 0.9800, F(A2) = 0.0200","F(A1) = 0.9700, F(A2) = 0.0300","F(A1) = 0.9604, F(A2) = 0.0392","F(A1) = 0.9600, F(A2) = 0.0400",3,,
Suppose 64% of a remote mountain village can taste phenylthiocarbamide (PTC)... what percentage of the population must be heterozygous for this trait?,Multiple Choice,0.16,0.32,0.4,0.48,0.6,4,,
For biologists studying a large flatworm population in the lab which Hardy-Weinberg condition is most difficult to meet?,Multiple Choice,No selection,No genetic drift,No gene flow,No mutation,Random Mating,4,,
For a biologist studying a small fish population in the lab which Hardy-Weinberg condition is easiest to meet?,Multiple Choice,No selection,No genetic drift,No gene flow,No mutation,Random Mating,3,,
Refer to Figure 25.1. Is this population in Hardy-Weinberg equilibrium?,Multiple Choice,Yes,No; There are more heterozygotes than expected.,No; There are more homozygotes than expected.,More information is needed to answer this question.,,3,,
Based on whether the population in Figure 25.1 is in Hardy-Weinberg equilibrium... Which of the following would be a logical conclusion about this milkweed population?,Multiple Choice,Genetic drift and selection are negligible.,There is either a heterozygote advantage or stabilizing selection.,There is either directional selection or sexual selection.,There is either disruptive selection or inbreeding.,,4,,
Examine the Figure Above [Iguanas]. What type of selection for body size appears to be occurring in these marine iguanas?,Multiple Choice,Directional Selection,Stabilizing Selection,Disruptive Selection,Sexual Selection,,2,,
Wikelski and Romero hypothesize that iguana size will _______ as global warming gradually increases air and water temperatures in the Galápagos Islands.,Multiple Choice,Increase,Decrease,Stay the same,Vary more,,1,,
If predators (e.g. cats) that preferably catch and eat slower iguanas are introduced to the island iguana body size is likely to _______ in the absence of other factors; the iguanas would then be under _______ selection.,Multiple Choice,Increase; Directional,Increase; Disruptive,Decrease; Directional,Decrease; Stabilizing,Stay the same; Stabilizing,3,,
These data suggest that in this population [Sami] human twinning rate was _______.,Multiple Choice,Under direction selection.,Under stabilizing selection.,Under disruptive selection.,Under sexual selection.,Undergoing genetic drift.,1,,
Based on the information given above which of the following types of selection was most likely initially involved in the evolution of white outer tail feathers in juncos?,Multiple Choice,Directional Selection,Stabilizing Selection,Disruptive Selection,Sexual Selection,,4,,
If this observed trait difference [in Juncos] were due to a difference in the original colonizing population it would be due to _______.,Multiple Choice,Disruptive selection.,Sexual selection.,Sexual dimorphism.,A genetic bottleneck.,Founder effect.,5,,
Given this information which of the following evolutionary mechanisms do you think is most likely responsible for the difference between the UCSD and Mountain populations?,Multiple Choice,Natural Selection,Inbreeding,Genetic Drift,Gene Flow,Mutation,1,,
Which of the following types of selection is most likely to be found in a large lake... with a high density of these fish [Stickleback]?,Multiple Choice,Directional Selection,Stabilizing Selection,Disruptive Selection,Sexual Selection,No Selection,3,,
Over time we would expect the F allele frequency [for Cystic Fibrosis] to _______ for this trait.,Multiple Choice,Remain the same,Increase,Decrease,Fluctuate,,3,,
Which of the graphs above best represents the relationship between the intensity of directional selection and the genetic variation present within a population?,Multiple Choice,Graph A,Graph B,Graph C,Graph D,Graph E,2,,
A biologist doing a long-term study on a wild spider population observes increased variation in silk thickness. She hypothesizes that the population is experiencing _______.,Multiple Choice,Directional Selection.,Stabilizing Selection.,Disruptive Selection.,Sexual Selection.,Genetic Drift.,3,,
Which of the following likely explains the genetic uniqueness of this population [Dunkers]?,Multiple Choice,Population bottleneck and Hardy-Weinberg equilibrium,Heterozygote advantage and stabilizing selection,Sexual selection and inbreeding depression,Mutation and natural selection,Founder effect and genetic drift,5,,
In a small population of alpine foxes you observe increased ear length over a 10-year period. Can you conclude that increase in ear length is advantageous in this population?,Multiple Choice,Yes,No,,,,2,,
Genetic drift occurs in a population. Which of the following statements might be true?,Multiple Choice,Genetic drift increased the population's fitness.,Genetic drift decreased the population's fitness.,The population was relatively small.,Two of the above statements might be true.,Any of the above statements might be true.,5,,
If broadness of stripes is genetically determined what effect has the ground-squirrel population experienced during the earthquake?,Multiple Choice,Directional selection,Disruptive selection,A founder event,A genetic bottleneck,Gene flow,4,,
Which of the following would you expect to occur if they allowed 10 males and 10 females to breed each in generation [instead of 4 and 4]?,Multiple Choice,About 73% of the populations would have only one allele for the bristle morphology gene.,More than 73% of the populations would have only one allele present.,Less than 73% of the populations would have only one allele present.,All of the populations would have only one allele present.,,3,,
Which of the following is the most predictable outcome of increased gene flow between two populations?,Multiple Choice,Lower average fitness in both populations,Higher average fitness in both populations,Increased genetic difference between the two populations,Decreased genetic difference between the two populations,Increased genetic drift,4,,
Predict what likely happens to the songs of the two frog populations after increased irrigation makes the land between the two lakes wetter.,Multiple Choice,The songs become more similar to each other.,The songs become more different from each other.,There is no change in the frog courtship songs of the two lakes.,,,1,,
Based on your understanding of evolutionary mechanisms which of the following most likely occurred in the rodent populations following the [Chernobyl] accident?,Multiple Choice,Mutation by itself led to major changes in rodent physiology over time.,Mutation led to increased genetic variation.,Mutation caused genetic drift and decreased fitness.,Mutation caused the fixation of new alleles.,,2,,
Mutation is the only evolutionary mechanism that _______.,Multiple Choice,Does little to change allele frequencies on its own.,Always causes decreased fitness.,Is more important in eukaryotes than in prokaryotes.,Is not mentioned by the Hardy-Weinberg model.,Has no effect on genetic variation.,1,,
A beneficial point mutation occurs in a plant ovule... Is the plant's population likely to show evolutionary change as a result of this mutation? Why or why not?,Open-Ended,,,,,,,,
Why doesn't inbreeding depression by itself cause evolution?,Multiple Choice,It decreases the population's average fitness.,It limits gene flow.,It does not change the population's allele frequencies.,It increases homozygosity.,It violates the Hardy-Weinberg assumptions.,3,,
Which sex typically has more extreme sex-selected characteristics: males or females? Why? Give an example.,Open-Ended,,,,,,,,
Which of these statements would you predict to be true of this bird species [Jacana]?,Multiple Choice,1 and 3,2 and 4,1 2 and 3,1 2 and 4,5,4,,
Which of these statements would you expect to be true of sexual dimorphism in the two species [Beetles in Figure 25.4]?,Multiple Choice,Species A should have greater sexual dimorphism than Species B.,Species B should have greater sexual dimorphism than Species A.,Species A and B should have about equal amounts of sexual dimorphism.,Neither species should show any sexual dimorphism.,,1,,
Male turkeys have a snood... This is an example of _______.,Multiple Choice,The fundamental asymmetry of sex.,Sexual selection via female choice.,Sexual selection via male-male competition.,A genetic marker.,,2,,
Imagine that a drug-resistant form of typhoid fever becomes common worldwide... Which of the following would you expect to observe in the world population during this period?,Multiple Choice,No change in the frequency of cystic fibrosis,Decrease in the frequency of cystic fibrosis,Increase in the frequency of cystic fibrosis,,,3,,
If females make up exactly half of the population what is the frequency of the B1 allele in the female population alone?,Multiple Choice,0.1,0.2,0.4,0.8,,2,,
If an allele is found at a frequency of 0.8 in a population... and an individual is heterozygous for that allele what is the probability they will pass on that allele to their offspring?,Multiple Choice,0.8,0.2,0.5,0.64,,3,,
Which of the following is true?,Multiple Choice,Hardy-Weinberg can be used to examine only 1 gene at a time.,Hardy-Weinberg considers an organism's entire genotype (all genes).,Hardy-Weinberg can be used to examine more than 1 gene at a time.,,,1,,
Given the information above what is the frequency of the A2 allele in this population?,Multiple Choice,0.75,0.8,0.85,0.875,0.9,3,,
Given the information above what is the frequency of individuals with the A1A1 genotype?,Multiple Choice,0.1,0.15,0.2,0.3,0.4,1,,
Given the information about the number of individuals of specific genotypes in the table above what can you infer?,Multiple Choice,A2 is the dominant allele.,The relative amounts of each allele.,The phenotype of the individuals with each genotype.,The phenotype of A1 is likely disadvantageous.,,2,
Which of the following describes what we should expect when a population is in Hardy-Weinberg genetic equilibrium?,Multiple Choice,A sexually reproducing population that is increasing in size,An asexually reproducing population that is increasing in size,A sexually reproducing population that is not evolving,An asexually reproducing population that is not evolving,A sexually reproducing population that is evolving.,3,
Which of the following types of selection and effects on phenotypic variation would you expect to see [in Parrots]?,Multiple Choice,Directional selection; Phenotypic variation decreases.,Directional selection; Phenotypic variation increases.,Disruptive selection; Phenotypic variation decreases.,Disruptive selection; Phenotypic variation is maintained.,Directional selection; Phenotypic variation remains the same.,4,
Which of the following best describes the effect of the migration of individuals into a population?,Multiple Choice,Migration of individuals into a population generally increases the genetic variability within the recipient population.,Migration of individuals into a population generally causes no change in the genetic variability within the recipient population...,Migration of individuals into a population generally causes the recipient population to diverge so much that it becomes a new species.,Migration of individuals into a population generally decreases the genetic variability within the recipient population.,Migration of individuals into a population generally increases the genetic variability within the donor population.,1,
How do the founder effect and the immigration aspect of gene flow differ for the cheetah (Acinonyx jubatus)?,Multiple Choice,"Gene flow involves cheetahs moving into an area with an established cheetah population, whereas founder effect involves cheetahs colonizing an area where there is no established cheetah population.",Both gene flow and founder effect involve cheetahs moving into established populations of cheetahs.,"Gene flow involves cheetahs moving into an area with an established population of another species, whereas founder effect involves cheetahs moving into an area where there is an established cheetah population.",Both gene flow and founder effect involve cheetahs moving into an area where there is no established cheetah population.,,1,
This is an example of a _______ and we would predict that 20 generations after the storm the population would show _______.,Multiple Choice,Founder effect; a lot of genetic variation,Founder effect; speciation,Founder effect; little genetic variation,Bottleneck effect; little genetic variation,Bottleneck effect; many useful adaptations to surviving floods,4,
Which of the following would be evidence of domestication of turkeys?,Multiple Choice,High genetic variation in turkey tissues found at settlement sites compared to wild turkey tissues.,Low genetic variation in wild turkeys relative to turkey tissues found at the settlement sites.,Low genetic variation in turkey tissues found at settlement sites compared to wild turkey tissues.,Similar amounts of genetic variation in wild turkeys relative to turkey tissues found at the settlement sites.,,3,
This is an example of a _______ and you would therefore predict that domesticated organisms would show _______.,Multiple Choice,Founder effect; a lot of genetic variation,Bottleneck effect; little genetic variation,Bottleneck effect; many useful adaptations for surviving floods,Gene flow; speciation,Founder effect; little genetic variation,5,
"Which of the following is ""False with respect to natural selection and genetic drift?",Multiple Choice,Both natural selection and genetic drift result in allele frequency changes.,Both natural selection and genetic drift involve differences in fitness.,Both natural selection and genetic drift require genetically inherited traits.,,,2,
What are the primary differences between the two scenarios [Lemmings flash-flood]?,Multiple Choice,Scenario 1 represents genetic drift because changes in the population were not adaptive while scenario 2 represents natural selection...,Scenario 1 represents natural selection because changes in the population were adaptive while scenario 2 represents genetic drift...,Both scenarios represent genetic drift because the flash-flood is a random event.,Both scenarios represent natural selection because some individuals survived in each scenario.,,1,
If frequency-dependent selection is operating which of the following would be true [of Field Mice]?,Multiple Choice,Mice within the population would breed nonrandomly to avoid inbreeding depression.,Mice with the brown phenotype would have a higher fitness relative to individuals with black or grey coat colour.,Mice with the brown phenotype would have a lower relative fitness to individuals with black or grey coat colour.,Mice with the brown phenotype would have higher relative fitness if they were heterozygous.,There would be more heterozygous individuals in the population than expected according to HWE.,2,
In the case of Juncos aggression (fighting) by males is a type of _______ selection; thus we would expect that variation in reproductive success to be higher in _______ and this species should exhibit sexual dimorphism.,Multiple Choice,Intrasexual; males; greater,Intersexual; males; less,Intrasexual; males; less,Intersexual; females; greater,Intrasexual; females; greater,1,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
