Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link,Answer explanation
Darwin and Wallace’s theory of evolution by natural selection was revolutionary because it _______.,Multiple Choice,was the first theory to refute the ideas of special creation,proved that individuals acclimated to their environment over time,dismissed the idea that species are constant and emphasized the importance of variation and change in populations,was the first time a biologist had proposed that species changed through time,,3,,,
The Greek philosopher Plato claimed that every organism was an example of a perfect essence created by God and that they were unchanging. What type of thinking is Plato’s description of species?,Multiple Choice,Typological,Organismal,Evolutionary,Scientifically supported,,1,,,
Similar gill pouches in embryos of a chick human and cat are an example of _______.,Multiple Choice,structural homology,developmental homology,genetic homology,the inheritance of acquired characters,,2,,
The same basic internal organs (kidneys stomach heart and lungs) are found in the tetrapods including: lizards birds newts and mice. This is primarily an example of _______.,Multiple Choice,structural homology,developmental homology,genetic correlation,inheritance of acquired characteristics,,1,,
In the context of evolution what does the concept of “internal consistency” refer to?,Multiple Choice,The uniformity of species across different environments,The agreement between different lines of evidence supporting evolution,The competition among individuals within a species,The genetic diversity within a population,,2,,
Which piece of evidence supports the hypothesis that cetaceans (whales) evolved from terrestrial mammals as opposed to some aquatic organisms?,Multiple Choice,A phylogeny of fossil cetaceans indicates that a gradual transition occurred between terrestrial forms and aquatic whale-like forms.,DNA comparisons show that whales and hippos share more genetic sequences than whales share with other organisms.,Some modern cetaceans have a vestigial hind limb buds.,Whales arose from a terrestrial ancestor about 50 million years ago.,Many independent lines of evidence converge on the conclusion that whales gradually evolved from a terrestrial mammalian ancestor about 50 million years ago.,5,,
A dairy farmer chooses to mate a male bull only with the female heifers that always make the greatest amount of milk rather than heifers that produce a small amount of milk. What process is the dairy farmer employing when producing the next generation of calves?,Multiple Choice,Natural selection,Artificial selection,Sexual selection,Balancing selection,,2,,
Given a population that contains genetic variation what is the correct sequence of the following events under the influence of natural selection? (1. Well-adapted individuals leave more offspring. 2. A change occurs in the environment. 3. Genetic frequencies within the population change. 4. Poorly-adapted individuals have decreased survivorship.),Multiple Choice,2 → 4 → 1 → 3,4 → 2 → 1 → 3,4 → 1 → 2 → 3,4 → 2 → 3 → 1,2 → 4 → 3 → 1,1,,
Biological fitness is best defined as _______.,Multiple Choice,a heritable trait that increases the match of an individual to its environment,variability in the population for a trait that increases survival,the ability of an individual to produce offspring that survive and reproduce relative to other individuals in the population,competition among individuals for resources that allow them to have more offspring,similar reproductive success among individuals in a population,3,,
If you say that a ground squirrel has greater evolutionary fitness than another ground squirrel in the same population you mean that the animal _______.,Multiple Choice,has a longer life,is able to mate more frequently,is able to dominate other squirrels to gain access to food,has more offspring that survive and reproduce themselves,,4,,
A species of birds living on an island has developed beaks of varying shapes and sizes due to differences in the types of available food. What term best describes the process by which these beak variations have evolved in response to food availability?,Multiple Choice,Adaptation,Selection,Fitness,Mutation,,2,,
A farmer uses triazine herbicide to control pigweed in his field... after several years the farmer sees more and more pigweed. Which of these explanations best explains what happened?,Multiple Choice,The herbicide company lost its triazine formula and started selling poor-quality triazine.,Natural selection caused the pigweed to mutate creating a new triazine-resistant species.,Triazine-resistant pigweed has less efficient photosynthesis metabolism.,Triazine-resistant weeds were more likely to survive and reproduce.,,4,,
Researchers discovered that a new strain of bacteria that causes tuberculosis (M. tuberculosis) has a point mutation in the rpoB gene... A researcher mixes M. tuberculosis with and without the rpoB mutation... and adds the bacteria to cell cultures [containing rifampin]. After many cell generations the researcher finds that _______.,Multiple Choice,very few M. tuberculosis in the standard nutrient cell cultures carry the rpoB gene mutation but almost all of the M. tuberculosis in the cell cultures with rifampin carry the rpoB mutation,almost all M. tuberculosis in the standard nutrient cell cultures carry the rpoB gene mutation but very few of the M. tuberculosis in the cell cultures with rifampin carry the rpoB mutation,very few M. tuberculosis in any of the cell cultures carry the rpoB gene mutation,almost all of the M. tuberculosis in both types of cell cultures carry the rpoB gene mutation,a mix of both M. tuberculosis strains thrive in the standard cell cultures but no living bacteria can be found in the cell cultures that contain rifampin,1,,
After the drought of 1977 researchers on the island of Daphne Major hypothesized that medium ground finches that had large deep beaks survived better... If this hypothesis is correct what would you expect to observe if a population of these medium ground finches colonizes a nearby island where T. cistoides is the most abundant food for the next 1000 years?,Multiple Choice,Evolution of yet larger deeper beaks over time,Evolution of smaller pointier beaks over time,Random fluctuations in beak size and shape,No change in beak size and shape,,1,,
After the drought of 1977 researchers hypothesized that on the Galápagos island Daphne Major medium ground finches with large deep beaks survived better... A tourist company sets up reliable feeding stations with a variety of bird seeds (different types and sizes)... Which of these events is now most likely to occur to finch beaks on this island?,Multiple Choice,Evolution of yet larger deeper beaks over time until all birds have relatively large deep beaks,Evolution of smaller pointier beaks over time until all birds have relatively small pointy beaks,Increased variation in beak size and shape over time,No change in beak size and shape over time,,3,,
Claytonia virginica is a woodland spring herb with flowers that vary from white to pale pink to bright pink... Slugs prefer to eat pink-flowering plants... Bees... prefer pink to white flowers... If the researcher removes all slugs from the study population what do you expect to happen to the distribution of flower colors in the population over time?,Multiple Choice,The percentage of pink flowers should increase over time.,The percentage of white flowers should increase over time.,The distribution of flower colors should not change.,The distribution of flower colors should randomly fluctuate over time.,,1,,
The accompanying figure shows the distribution of pocket-mouse coat colors in several Arizona populations... Mice with DD and Dd genotypes have dark coats whereas mice with the dd genotype are light colored. What sort of genotype frequencies might you expect to find in the Xmas Mid and O’Neill populations?,Multiple Choice,Xmas-high DD frequency; Mid-high Dd frequency; O’Neill-high dd frequency,Xmas-high Dd frequency; Mid-high DD frequency; O’Neill-high dd frequency,Xmas-high Dd frequency; Mid-high dd frequency; O’Neill-high DD frequency,Xmas-high dd frequency; Mid-high Dd frequency; O’Neill-high DD frequency,Xmas-high dd frequency; Mid-high DD frequency; O’Neill-high Dd frequency,5,,
DDT was once considered a “silver bullet” that would permanently eradicate insect pests... Which of these would have prevented this evolution of DDT resistance in insect pests?,Multiple Choice,Larger doses of DDT should have been applied from the air into water and within the soil.,All habitats should have received applications of DDT at about the same time.,The frequency of DDT application should have been higher.,None of the insect pests would have genetic variations that resulted in DDT resistance.,,4,,
If the bacterium Staphylococcus aureus experiences a cost for maintaining one or more antibiotic-resistance genes what would happen in environments that lack antibiotics?,Multiple Choice,These genes would be maintained in case the antibiotics appear.,These bacteria would be outcompeted and replaced by bacteria that have lost these genes.,These bacteria would try to make the cost worthwhile by locating and migrating to microenvironments where traces of antibiotics are present.,The number of genes conveying antibiotic resistance would increase in these bacteria.,,2,,
Which statement about the beak size of finches on the island of Daphne Major during prolonged drought is TRUE?,Multiple Choice,Each bird evolved a deeper stronger beak as the drought persisted.,Each bird’s survival was strongly influenced by the depth and strength of its beak as the drought persisted.,Each bird that survived the drought produced only offspring with deeper stronger beaks than seen in the previous generation.,The frequency of the strong-beak alleles increased in each bird as the drought persisted.,,2,,
“Explain why it is inaccurate to say that natural selection changes individuals.” Which of the following statements provides the most accurate explanation for this inaccuracy?,Multiple Choice,Natural selection primarily acts on populations shaping the traits of populations of species rather than individual organisms.,Individual organisms change due to environmental pressures but these changes are not considered natural selection.,Natural selection works by actively altering the genetic makeup of individual organisms to fit their environment.,Natural selection can only change the physical appearance of individuals but not their genetic composition.,,1,,
Which of the following statements accurately represents the concept of evolution?,Multiple Choice,Evolution is a purposeful process aimed at creating perfect organisms.,Evolution has a specific goal of producing complex life forms.,Evolution is a non-goal-directed process.,Evolution is driven by external forces guiding species toward specific outcomes.,,3,,
Vestigial traits and neutral changes in DNA sequences are good examples of _______.,Multiple Choice,adaptation,convergent traits,nonadaptive traits,developmental homology,,3,,
Which of the following is a fitness trade-off (compromise)?,Multiple Choice,In some hornbill species the male helps seal the female in a tree with her nest until the young are ready to fledge.,Hummingbirds are the best pollinators of certain flowers but bees are the best pollinators for orchids.,The strong thick beak of a woodpecker helps it find insects in trees.,Turtle shells provide protection but are heavy and burdensome when moving.,,4,,
Over long periods of time many cave-dwelling organisms have lost their eyes... How can natural selection account for these losses?,Multiple Choice,Natural selection cannot account for losses but accounts only for new structures and functions.,Natural selection accounts for these losses by the principle of use and disuse.,Under particular circumstances that persisted for long periods each of these structures presented greater costs than benefits.,The ancestors of these organisms experienced harmful mutations that forced them to lose these structures.,,3,,
A proficient engineer can easily design skeletal structures that are more functional than those currently found in the forelimbs of such diverse mammals as horses whales and bats... The actual forelimbs of these mammals do NOT seem to be optimally arranged because _______.,Multiple Choice,natural selection has not had sufficient time to create the optimal design in each case but will do so given enough time,in many cases phenotype is determined by genotype and the environment,though we may not consider the fit between the current skeletal arrangements and their functions excellent we should not doubt that natural selection ultimately produces the best design,natural selection is generally limited to modifying structures that were present in previous generations and/or in previous species,,4,,
Which of these four student models are successful in showing the homology of wings in insects (including ants beetles moths and flies)? Select all that apply.,Checkbox,Model A,Model B,Model C,Model D,,"1,2",,
Which of these four student models are successful in showing the most recent common ancestor of insects (including ants beetles moths and flies)?,Multiple Choice,Model A,Model B,Model C,Model D,,1,,
A carapace is a homologous trait in shrimp and crabs.,Multiple Choice,1,"""False",,,,1,,
Ancestor A had wings.,Multiple Choice,1,"""False",,,,2,,
Ancestor C had chelicerae.,Multiple Choice,1,"""False",,,,1,,
An exoskeleton is a homologous trait in mites spiders and scorpions.,Multiple Choice,1,"""False",,,,1,,
Wings are a homologous trait in moths and flies.,Multiple Choice,1,"""False",,,,1,,
Ancestor B had an exoskeleton.,Multiple Choice,1,"""False",,,,1,,
Cones are a homologous trait in pines and cedars.,Multiple Choice,1,"""False",,,,1,,
Vessel elements are a homologous trait in club mosses and irises.,Multiple Choice,1,"""False",,,,2,,
Flowers are a homologous trait in magnolias and cacao.,Multiple Choice,1,"""False",,,,1,,
The ancestor marked with the black dot had seeds.,Multiple Choice,1,"""False",,,,2,,
Seeds are a homologous trait in pines and cedars.,Multiple Choice,1,"""False",,,,1,,
Alternation of generations is a homologous trait in club mosses and roses.,Multiple Choice,1,"""False",,,,1,,
Which of the following student drawings does the best job of illustrating Darwin’s first postulate that there is variation among individuals in a population? (Each color represents a different species.),Multiple Choice,Model A,Model B,Model C,Model D,,1,,
Which drawing of a population of bacteria does the best job of illustrating Darwin’s first postulate that there is variation among individuals in a population? (The color red represents the ability of the bacteria to digest the sugar lactose.),Multiple Choice,Model I,Model J,Model K,Model L,,4,,
Which drawing of a population of bacteria does the best job of illustrating Darwin’s fourth postulate that reproduction and/or survival are nonrandom?,Multiple Choice,Model M,Model N,Model O,Model P,,2,,
Chris has drawn a model of grass plants to represent which of Darwin’s postulates? Select all that apply.,Checkbox,Variation exists among individuals in a population.,Some variation is heritable.,Survival and reproductive success is variable.,Survival and reproductive success is nonrandom.,,"1,2,3,4",,
Which of these trees show the same evolutionary relationships? Select all that apply.,Checkbox,Tree U,Tree V,Tree W,Tree X,,"1,2,3,4",,
More evolution occurs in the short branches than occurs in the long branches.,Multiple Choice,1,"""False",,,,2,,
The most recent common ancestor of apples and roses is more recent than the most recent common ancestor of roses and red algae.,Multiple Choice,1,"""False",,,,1,,
This tree shows that red algae evolved into green algae which evolved into mosses which evolved into ferns and so on.,Multiple Choice,1,"""False",,,,2,,
The red algae that live today are the common ancestors of all other organisms in this tree.,Multiple Choice,1,"""False",,,,2,,
This tree shows that red algae are the lowest form of life of this group.,Multiple Choice,1,"""False",,,,2,,
This tree could be rotated so that the branch for red algae is on the bottom rather than the top of the tree.,Multiple Choice,1,"""False",,,,1,,
Evolution in a population of sea turtles can be caused by which of the following agent(s)?,Multiple Choice,Natural selection,Genetic drift,Gene flow,All of the above can be agents.,,4,,
Why Was Darwin And Wallace's Theory Of Evolution By Natural Selection Revolutionary?,Multiple Choice,It Implied That England's Economy Would Improve If The Monarchy Were Eliminated.,It Proved That Individuals Acclimated To Their Environment Over Time.,It Dismissed The Idea That Species Are Constant And Emphasized The Importance Of Variation And Change In Populations.,It Was The First Time A Biologist Had Proposed That Species Changed Through Time.,,3,,
Who Proposed That Organisms Could Be Organized Into A Great Chain Of Being?,Multiple Choice,Aristotle,Lamarck,Linnaeus,Darwin,Wallace,1,,
Which Of The Following Statements Is An Example Of Typological Thinking?,Multiple Choice,The Variety Of Dog Shape And Size Is Truly Amazing.,Women Are Shorter Than Men Have Longer Hair And Like To Shop.,It Is Best To Choose The Seeds From The Plants With The Largest Fruits To Set Aside For Next Year's Plantings.,The Type Of Beak That Is Most Advantageous Varies Depending On How Much Rain Falls In A Given Year.,,2,,
Which Of The Following Scientists Argued That Variation Among Individuals Allows Evolution To Occur?,Multiple Choice,Aristotle,Lamarck,Linnaeus,Wallace,,4,,
Researchers Have Found Fossils Of Eocene Horse Species In Colorado. Deeper Deposits Contain Smaller Species And More Recent Deposits Contain Larger Species. How Does This Observation Support The Theory Of Evolution?,Multiple Choice,It Suggests That Species Are Unchanging And Of Recent Origin.,It Proves That Environments Have Changed Over Time.,It Provides Evidence That Species Change Over Time.,It Shows That All Species Are Related To Each Other.,It Does Not Support The Theory Of Evolution.,3,,
Radiometric Dating Is A Technique Used To Determine The Age Of Rocks. Geologists Have Used This Technique To Determine That:,Multiple Choice,Earth Is About 6.2 Trillion Years Old And Life Appeared On Earth About 4.9 Trillion Years Ago.,Earth Is About 4.6 Billion Years Old And Life Appeared On Earth About 3.4 Billion Years Ago.,Earth Is About 4.6 Million Years Old And Life Appeared On Earth About 4.4 Million Years Ago.,Earth Is About 6.2 Thousand Years Old And Life Appeared On Earth About 6 Thousand Years Ago.,,2,,
Many Crustaceans (E.G. Lobsters Shrimp And Crayfish) Use Their Tails To Swim But Crabs Have Reduced Tails That Curl Under Their Shells And Are Not Used In Swimming. This Is An Example Of:,Multiple Choice,Artificial Selection.,An Extinction.,The Law Of Succession.,A Vestigial Trait.,Natural Selection.,4,,
Why Did Darwin Argue That Evidence Of Extinction Supports The Theory Of Evolution?,Multiple Choice,It Shows That Reproduction Is More Important Than Survival Of The Fittest.,It Shows That Lower Organisms Have Died To Make Way For Humans.,It Shows That Nothing Lasts Forever.,It Shows That The Number And Types Of Species Have Changed Over Time.,,4,,
Gill Pouches In Chick Human And House-Cat Embryos Are An Example Of:,Multiple Choice,Structural Homology.,Developmental Homology.,Genetic Homology.,The Inheritance Of Acquired Characters.,,2,,
The Same Basic Internal Organs (Kidneys Stomach Heart Lungs) Are Found In Frogs Birds Snakes And Rodents. This Is Primarily An Example Of:,Multiple Choice,Structural Homology.,Developmental Homology.,Genetic Correlation.,Inheritance Of Acquired Characteristics.,,1,,
You Sequence The Genes That Code For An Important Glycolytic Enzyme In A Moth A Mushroom A Worm And An Alga And Find A High Degree Of Sequence Similarity Among These Distantly Related Species. This Is An Example Of:,Multiple Choice,Structural Homology.,Developmental Homology.,Genetic Homology.,Analogy/Convergent Evolution.,,3,,
Evolutionary Theory Predicts That Species Are Related Not Independent. Four Of The Following Examples Provide Support For This Prediction But One Is Irrelevant. Which One Of These Examples Does Not Support The Claim That Species Are Related?,Multiple Choice,Many Dinosaurs And Other Organisms Went Extinct Following A Huge Asteroid Impact At The End Of The Cretaceous.,The Endostyle Of Lancelets And The Thyroid Gland Of Vertebrates Develop Similarly And Both Produce Iodinated Proteins.,All Prokaryotes And Eukaryotes Use DNA To Carry Their Genetic Information.,Ground Squirrel Species Found On The North And South Sides Of The Grand Canyon Are Very Similar To Each Other.,Before Synthetic Insulin Was Available Diabetics Used Injections Of Purified Pig Insulin To Manage Their Disease.,1,,
Which Of These Conditions Are Always True Of Populations Evolving Due To Natural Selection? (1: The Population Must Vary In Traits That Are Heritable. 2: Some Heritable Traits Must Increase Reproductive Success. 3: Individuals Pass On All Traits They Acquire During Their Lifetime.),Multiple Choice,Condition 1 Only,Condition 2 Only,Conditions 1 And 2,Conditions 2 And 3,Conditions 1 2 And 3,3,,
Which Of The Following Has The Highest Darwinian Fitness?,Multiple Choice,A Personal Trainer Who Works Out At The Gym Every Day,A Scientist Who Devotes Herself To Science And Wins The Nobel Prize,A Sperm Donor Who Anonymously Fathers 52 Children,A Woman Who Home Schools Her Two Children,,3,,
A Farmer Uses Triazine Herbicide To Control Pigweed In His Field... After Several Years The Farmer Sees More And More Pigweed. Which Of These Explanations Best Describes This Observation?,Multiple Choice,The Herbicide Company Lost Its Triazine Formula And Started Selling Poor-Quality Triazine.,Natural Selection Caused The Pigweed To Mutate Creating A New Triazine-Resistant Species.,Triazine-Resistant Pigweed Has Less-Efficient Photosynthesis Metabolism.,Only Triazine-Resistant Weeds Survived And Reproduced So Each Year More Pigweed Was Triazine-Resistant.,,4,,
A Farmer Uses Triazine Herbicide To Control Pigweed In His Field... The Farmer Sees More And More Pigweed No Matter How Often He Applies Triazine. Which Of These Actions Is Most Likely To Solve The Farmer's Problem?,Multiple Choice,Buying Triazine From A Different Company,Trying A Different Herbicide,Increasing The Amount Of Triazine He Puts On His Fields,Adding Triazine More Often To His Fields,,2,,
A Researcher Places M. Tuberculosis Isolated From The Patient A Year Before Death (No Rpob Mutation) In Cell Cultures With M. Tuberculosis Isolated From The Dead Patient (With Rpob Mutation). Half The Cell Cultures Contain Just Standard Nutrients And The Other Cell Cultures Contain Rifampin In Addition To The Standard Nutrients. After Many Cell Generations The Researcher Finds That:,Multiple Choice,Very Few M. Tuberculosis In The Standard Nutrient Cell Cultures Carry The Rpob Gene Mutation But Almost All Of The M. Tuberculosis In The Cell Cultures With Rifampin Carry The Rpob Mutation.,Almost All M. Tuberculosis In The Standard Nutrient Cell Cultures Carry The Rpob Gene Mutation But Very Few Of The M. Tuberculosis In The Cell Cultures With Rifampin Carry The Rpob Mutation.,Very Few M. Tuberculosis In Any Of The Cell Cultures Carry The Rpob Gene Mutation.,Almost All Of The M. Tuberculosis In Both Types Of Cell Cultures Carry The Rpob Mutation.,A Mix Of Both M. Tuberculosis Strains Thrive In The Standard Cell Cultures But No Living Bacteria Can Be Found In The Cell Cultures That Contain Rifampin.,1,,
Which Of The Following Is The Best Modern Definition Of Evolution?,Multiple Choice,Descent Without Modification,Change In Allele Frequencies In A Population Over Time,Survival Of The Fittest,Inheritance Of Acquired Characters,,2,,
After The Drought Of 1977 Researchers Hypothesized That On Daphne Major Medium Ground Finches With Large Deep Beaks Survived Better... If This Hypothesis Is True What Would You Expect To Observe If A Population Of These Medium Ground Finches Colonizes A Nearby Island Where Tribulus Cistoides Is The Primary Available Food In All Years?,Multiple Choice,Evolution Of Yet Larger Deeper Beaks Over Time,Evolution Of Smaller Pointier Beaks Over Time,Random Fluctuations In Beak Size And Shape,No Change In Beak Size And Shape,,1,,
Tourist Companies Start Visiting Island X Where The New Colony Of Medium Ground Finches Feeds On The Tough-Fruited Tribulus Cistoides. The Tourist Companies Set Up Reliable Feeding Stations With A Variety Of Bird Seeds... Which Of These Events Is Now Most Likely To Occur To Finch Beaks On Island X?,Multiple Choice,Evolution Of Yet Larger Deeper Beaks Over Time Until All Birds Have Relatively Large Deep Beaks,Evolution Of Smaller Pointier Beaks Over Time Until All Birds Have Relatively Small Pointy Beaks,Increased Variation In Beak Size And Shape Over Time,No Change In Beak Size And Shape Over Time,,3,,
Claytonia With Pink Flowers Have A Greater Relative Fruit Set Than Claytonia With White Flowers. Nevertheless The Percentage Of Different Flower Colors Remains Stable In The Study Population From Year To Year. Which Of These Statements Might Explain This Observation?,Multiple Choice,Reproductive Success Does Not Affect Evolution In This Species.,Flower Color Is Not Heritable But Is Instead Environmentally Determined.,The White Flowers Have Evolved Pollinator Resistance.,Fitness Is Primarily Determined By Fruit Set In This Species.,,2,,
Claytonia Virginica Is A Woodland Spring Herb With Flowers That Vary From White To Pale Pink To Bright Pink. Slugs Prefer To Eat Pink-Flowering Over White-Flowering Plants... The Bees That Pollinate This Plant Also Prefer Pink To White Flowers... If The Researcher Removes All Slugs From The Study Population What Do You Expect To Happen To The Distribution Of Flower Colors In The Population Over Time?,Multiple Choice,The Percentage Of Pink Flowers Should Increase Over Time.,The Percentage Of White Flowers Should Increase Over Time.,The Distribution Of Flower Colors Should Not Change.,The Distribution Of Flower Colors Should Randomly Fluctuate Over Time.,,1,,
Mice With DD And Dd Genotypes Have Dark Coats Whereas Mice With The Dd Genotype Are Light Colored. What Sort Of Genotype Frequencies Might You Expect To Find In The Xmas Mid And O'Neill Populations?,Multiple Choice,Xmas—High DD Frequency; Mid—High Dd Frequency; O'Neill—High Dd Frequency,Xmas—High Dd Frequency; Mid—High DD Frequency; O'Neill—High Dd Frequency,Xmas—High Dd Frequency; Mid—High Dd Frequency; O'Neill—High DD Frequency,Xmas—High Dd Frequency; Mid—High Dd Frequency; O'Neill—High DD Frequency,Xmas—High Dd Frequency; Mid—High DD Frequency; O'Neill—High Dd Frequency,5,,
Why Did The Researchers Include The Mitochondrial DNA Genes As Part Of Their Experimental Design?,Multiple Choice,Allele Change For The Neutral Mitochondrial Genes Serves As An Experimental Group And Gives Information On Any General Background Genetic Difference Among These Populations.,Allele Change For The Neutral Mitochondrial Genes Serves As A Control And Determines Coat-Color Differences Among These Populations.,Allele Change For The Neutral Mitochondrial Genes Serves As An Experimental Group And Gives Information On Coat-Color Differences Among These Populations.,Allele Change For The Neutral Mitochondrial Genes Serves As A Control And Gives Information On Any General Background Genetic Difference Among These Populations.,None Of The Above Answers Apply.,4,,
Which Of The Following Statements Best Interprets The Results Shown In Charts A And B [regarding MC1R allele frequency and phenotype]?,Multiple Choice,Frequency Of The D Allele Is Closely Associated With The Melanic Phenotype But Is Unrelated To The Presence Of Dark Substrate Color.,Frequency Of The D Allele Is Not Associated With The Melanic Phenotype But Is Associated With The Presence Of Dark Substrate Color.,Frequency Of The D Allele Is Closely Associated With Both The Melanic Phenotype And The Presence Of Dark Substrate Color.,Frequency Of The D Allele Is Associated Neither With The Melanic Phenotype Nor With The Presence Of Dark Substrate Color.,Frequency Of The D Allele Does Not Vary.,3,,
Compare Chart X [Mitochondrial DNA] With Chart Y [MC1R allele]. What Should You Conclude After Comparing These Two Figures?,Multiple Choice,The Most Common Neutral Mitochondrial DNA Allele Is Strongly Associated With Substrate Color.,The Most Common Neutral Mitochondrial DNA Allele Is Strongly Associated With The Frequency Of The Mc1r D Allele.,The Most Common Neutral Mitochondrial DNA Allele Varies More Among Populations Than The Mc1r D Allele.,Little To No Correlation Exists Between Neutral Mitochondrial DNA Alleles And Habitat Color.,,4,,
Evolution By Natural Selection Changes The Population But Not The Individual.,Multiple Choice,1,"""False",,,,1,,
Which Of The Following Is An Example Of Acclimation?,Multiple Choice,Some Hemoglobins Have A Higher Affinity For Oxygen Than Others.,Some Animals Grow Thicker Coats When Exposed To Low Temperatures.,Some Bacteria Can Use The Energy From Sunlight To Make Sugars.,Some Plant Species Can Absorb Nitrogen Better Than Others Can.,Some Fungi Are Larger Than Others Are.,2,,
Parasitic Species Tend To Have Simple Morphologies. Which Of The Following Statements Best Explains This Observation?,Multiple Choice,Parasites Are Lower Organisms And This Is Why They Have Simple Morphologies.,Parasites Do Not Live Long Enough To Inherit Acquired Characteristics.,Simple Morphologies Have Been Naturally Selected For In Most Parasites.,Parasites Have Not Yet Had Time To Progress Because They Are Young Evolutionarily.,,3,,
Vestigial Traits And Neutral Changes In DNA Sequences Are Good Examples Of:,Multiple Choice,Adaptation.,Acclimation.,Convergent Traits.,Nonadaptive Traits.,Developmental Homology.,4,,
Which Of The Following Is A Fitness Trade-Off?,Multiple Choice,In Some Hornbill Species The Male Helps Seal The Female In A Tree With Her Nest Until The Young Are Ready To Fledge.,Moths Are The Best Pollinators For Datura Flowers But Bees Are The Best Pollinators For Orchids.,Some Lemmings Run Into The Sea When Overgrazing Threatens The Species.,Algal Genotypes That Can Grow Fast In Nitrogen-Limited Environments Are Easier For Predators To Digest.,,4,,
