Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link,Answer explanation
The phenetic approach to estimating phylogenetic trees is most like the approach of which species concept?,Multiple Choice,Morphospecies Concept,Biological Species Concept,Phylogenetic Species Concept,,,1,,,
The cladistic approach to estimating phylogenetic trees is most like the approach of which species concept?,Multiple Choice,Morphospecies Concept,Biological Species Concept,Phylogenetic Species Concept,,,3,,,
The Mesozoic Era is nicknamed the Age of Reptiles and the Cenozoic Era is nicknamed the Age of Mammals. What do these nicknames mean?,Multiple Choice,"They indicate that the two eras are about the same length, because one lineage dominates the fauna of Earth only for a set period of time.",They identify the time of greatest diversity of these groups in the fossil record.,They identify the point of origin of these groups in the fossil record.,Both A and C are true.,Both B and C are true.,2,,
Which value(s) would be required to calculate how long ago the most recent ancestor of ungulates lived?,Multiple Choice,The number of base pairs that differ among species in a certain genetic sequence,The total number of base pairs in the genetic sequence examined,The age of a fossil ancestor for calibration,All of the above,,4,,
The graphs above show percentage of change in three different molecular sequences plotted against time. Which of these molecular sequences would make a good candidate for a molecular clock?,Multiple Choice,"Graph A, because the curve levels off over time","Graph B, because DNA is more important to organisms","Graph C, because the change in sequence is the most rapid","Graph A or C, because changes in amino acid sequence are more likely to be neutral","Graph B or C, because they are straight lines",5,,
In the sequence of mitochondrial DNA you are using... an arginine mutated to a thymine; thousands of years later it mutated from thymine back to arginine. What effect will this reversion to arginine have on your estimate of the time of divergence?,Multiple Choice,It will have no effect.,You will slightly overestimate the time since the two taxa diverged.,You will slightly underestimate the time since the two taxa diverged.,,,3,,
Drawing on what you know about codons and redundancy in the genetic code which type of change would most likely be the type that is useful for a molecular clock?,Multiple Choice,Changes in the first nucleotide pair in the codon,Changes in the second nucleotide pair in the codon,Changes in the third nucleotide pair in the codon,All of these changes are equally useful for a molecular clock.,,3,,
You know that a particular stretch of DNA changes at the rate of 1 base per 10 million years... You find that they differ by 4 bases... Based on these data how long has it been since these two species diverged?,Multiple Choice,10 million years,20 million years,40 million years,100 million years,,2,,
Which statement best describes why the Cambrian explosion was important?,Multiple Choice,Because good fossils from this period are available to study,Because there was an explosion in animal abundance,Because there was an explosion in ecological diversity among animals,Because plant and animal fossils were found together for the first time,,3,,
Which of the following key adaptations is found in many animals from the Burgess Shale fauna but not found in the Doushantuo and Ediacaran faunas?,Multiple Choice,Mouthparts,Segmentation,Burrow formation,Multicellularity,,1,,
Which of the following likely has the most Hox genes?,Multiple Choice,Jellyfish,Slugs,Dolphins,Bees,,3,,
Why would gene duplication events such as those seen in the Hox gene complex set the stage for adaptive radiation?,Multiple Choice,"There are more copies of genes, meaning speciation had occurred by polyploidy.","The original gene copy is the out-group, and the new gene copies are the adaptive radiation.",Without duplicated genes species would be vulnerable to extinction.,One copy of a gene can perform the original function while other copies are available to take on new functions.,,4,,
What is thought to be the significance of the duplication of homeotic genes?,Multiple Choice,"Compared to fish, the increased number of genes made evolution of the tetrapod foot possible.","Compared to jellyfish, the increased number of genes made evolution of more complex body forms possible.",,,,2,,
Researchers inserted a functional copy of the coding sequence of Hoxd3 in place of the coding sequence of a nonfunctional Hoxa3... Normal neck gland development was restored. What can you conclude?,Multiple Choice,The protein-coding sequence is most important in producing different functions.,Regulation of the genes is most important in producing different functions.,Either A or B could be true.,,,2,,
What does the circled part of the phylogenetic tree above indicate?,Multiple Choice,An adaptive radiation,A mass extinction event,Rapid speciation,A and C,All of the above,4,,
All of the following events can trigger an adaptive radiation EXCEPT _______.,Multiple Choice,a vicariance event splitting the habitat,the evolution of a new morphological feature,the colonization of a new habitat,the extinction of competitors,gene duplication events,1,,
There are many different types of plants but only one animal—a beetle... Which morphological change would be most likely to trigger an adaptive radiation of the beetles?,Multiple Choice,A change in wing shape that improves flight speed,An additional segment on a pair of legs,A mouthpart that can pierce fruits and seeds,,,3,,
Islands are well known for having many endemic species... What is a likely explanation for this pattern?,Multiple Choice,"Colonizers encounter fewer competitors on an island, so they can diversify.","Islands are more complex habitats than continents are, so they have more niches for specialization.",Humans bring partly or fully domesticated species with them when they arrive on islands.,"The type of organism that is a good colonizer has more than the average amount of genetic variability, so it's more likely to speciate.",,1,,
The largest extinction measured as a percentage of species that disappeared occurred at the end of which geological period?,Multiple Choice,Permian,Cretaceous,Tertiary,Devonian,Silurian,1,,
How do mass extinctions differ from background extinctions?,Multiple Choice,Mass extinctions account for most species that have gone extinct in the history of life on Earth.,It is now recognized that mass extinctions but not background extinctions are generally caused by asteroid impacts.,Mass extinctions involve a relatively rapid extinction of a large proportion of organisms that were alive at that time.,,,3,,
What is still lacking in the hypothesis of an asteroid impact as the cause of the end-Cretaceous mass extinction?,Multiple Choice,Evidence of the location where an asteroid hit Earth,Evidence that an asteroid hit Earth at the time of the extinctions (65 million years ago),A convincing explanation of why mammals radiated after the event,A convincing explanation of why some lineages survived while others vanished,,4,,
Which of the following are typically responsible for island extinctions?,Multiple Choice,Introduced species and habitat destruction,Overharvesting and introduction of nonnative predators and herbivores,Earthquakes followed by tsunamis,Increased CO2 levels and global warming,,2,,
Which of the following can you deduce from what you learned in this chapter about plate tectonics?,Multiple Choice,"The continental plates have stopped moving, so continents are now in their final locations.",Some other organisms must have speciation patterns similar to those of ratites due to plate tectonics.,All distributions of animals on land can be explained by vicariance events due to past plate movements.,None of the above statements is true.,,2,,
According to the phylogeny above which of the following is true?,Multiple Choice,Chimpanzees are more closely related to humans than bonobos are.,Bonobos and chimpanzees are more closely related to each other than humans.,Chimpanzees and bonobos evolved from humans.,Chimpanzees and bonobos are more evolved than gorillas.,,2,,
Which of the following organisms would be most likely to fossilize?,Multiple Choice,A species of rat that lives in the desert,A species of clam found in a shallow marine habitat,A species of slug that lives in the rain forest,A species of flower found in Ontario forests,,2,,
An increase in Dicynodont species diversity occurred soon after the Permian extinction... This increase... represents _______ most likely due to _______.,Multiple Choice,competitive exclusion; the fact that they needed new food sources,adaptive radiation; a morphological innovation among Dicynodonts,adaptive radiation; the availability of previously unoccupied niches,competitive exclusion; intrasexual selection leading to anagenesis,,3,,
The approach to estimating phylogenetic trees is most like the approach of which species concept?,Multiple Choice,Morphological species concept,Biological species concept,Phylogenetic species concept,Subspecies concept,,3,,
Which of the following trees if any depicts the same relationship among species as shown above?,Multiple Choice,Tree A,Tree B,Tree C,None of the above,,3,,
Looking at the following trees can you conclude that the number of nodes between species can be used to determine the relationships among taxa?,Multiple Choice,"Yes, because grayling are more distantly related to salmon in tree III than in tree I.","No, you cannot because adding branches does not change the overall relationships between the species.","Yes, because you have more species added.","Yes, because more nodes always mean that the species are not as closely related.",,2,,
Which of the following would be useful in creating a phylogenetic tree of a vertebrate taxon?,Multiple Choice,I only,II only,III only,I II and III,,4,,
Your professor wants you to construct a phylogenetic tree of orchids... What is the most likely reason she gave you the lily?,Multiple Choice,To serve as an outgroup,To see if the lily is a cryptic orchid species,To see if the lily and the orchids show all the same shared derived characters (synapomorphies),To demonstrate likely homoplasies,,1,,
Which of the following statements best describes the rationale for applying the principle of parsimony in constructing phylogenetic trees?,Multiple Choice,"Parsimony allows the researcher to ""root"" the tree.",Similarity due to common ancestry should be more common than similarity due to convergent evolution.,The molecular clock validates the principle of parsimony.,"The outgroup roots the tree, allowing the principle of parsimony to be applied.",,2,,
How do the branch lengths in these two trees differ?,Multiple Choice,"Tree I branch lengths are arbitrary, whereas the branch lengths in tree II represent time since divergence.","Tree I branch lengths represent genetic distance between taxa, whereas tree I branch lengths are arbitrary.","Tree I branch lengths represent genetic distance between taxa, whereas tree II branch lengths represent time since divergence between the taxa.",The branch lengths in both trees represent the same distance between taxa.,,3,,
Which two species are represented as sister species in Tree 2 but are NOT shown as sister species in Tree 1?,Multiple Choice,1 and 2,2 and 3,3 and 4,4 and 5,,3,,
"Considering the phylogenetic trees shown here as strictly hypothetical and applying the principle of parsimony to the trait """"ability to fly"""" which of the two phylogenetic trees shown is better?",Multiple Choice,Tree 1,Tree 2,Both trees are equally parsimonious.,"Since the trees show different evolutionary relationships, you cannot determine which is more parsimonious.",,1,,
Using this data create a phylogenetic tree representing the evolutionary relationships among the five species.,Open-Ended,,,,,,,,
Given the following DNA sequence differences between four species A B C and D... What is the most likely evolutionary relationship among these species based on this molecular data?,Multiple Choice,"A and B are closely related, while A and D are distantly related.",You cannot determine relationships based on DNA sequence data.,"A and D are closely related, while B and C are distantly related.","A and C are closely related, while B and C are distantly related.",,1,,
Which of the following traits is in the ancestral state for species W X Y and Z?,Multiple Choice,Trait 1,Trait 2,Trait 3,Traits 1 2 and 3,,1,,
Given that phylogenies are based on shared and derived characteristics which of the following traits is useful in generating a phylogeny of species W X Y and Z?,Multiple Choice,Trait 1,Trait 2,Trait 3,Traits 1 2 and 3,,2,,
Which of the following is an example of homoplasy?,Multiple Choice,Fur in bears and seals,Cell walls in plants and fungi,Chlorophyll in flowering plants and algae,Scales in snakes and lizards,,2,,
If the following groups also had streamlined bodies which of the groupings would give the most support to this body type being homologous?,Multiple Choice,Lizards and elephants,"Pterosaurs, dinosaurs, and birds","Synapsids, monotremes, marsupials, rodents, and primates","Lizards, pterosaurs, dinosaurs, birds, synapsids, monotremes, marsupials, rodents, and primates",,4,,
The existence of antlers in beetle fly and deer species with strong male-male competition is an example of _______.,Multiple Choice,convergent evolution,a synapomorphy,homology,parsimony,,1,,
Members of two different species possess a similar-looking structure... Which of the following would suggest that the relationship more likely represents homology instead of convergent evolution?,Multiple Choice,The two species live at great distance from each other.,"The two species share many proteins in common, and the nucleotide sequences that code for these proteins are almost identical.",The structures in adult members of both species are similar in size.,Both species are well adapted to their particular environments.,,2,,
The dorsal fins and tails of ichthyosaurs and fish are _______.,Multiple Choice,homologous structures,adaptations to different environments,adaptations to a common environment and examples of convergent evolution,adaptations to a common environment and homologous structures,,3,,
What term best describes the relationship of the bones in the forelimbs of penguins and seals and what term best describes the flippers of penguins and seals?,Multiple Choice,Homology; homology,Homoplasy; homology,Homology; homoplasy,Homoplasy; homoplasy,,3,,
"The term """"homoplasy"""" is most applicable to which of the following features?",Multiple Choice,The legless condition found in various lineages of extant lizards,The 5-digit condition of human hands and bat wings,The fur that covers Australian moles and North American moles,The bones of bat forelimbs and the bones of bird forelimbs,,1,,
If some day an Archaeal cell is discovered with an rRNA sequence that is more similar to that of humans than the sequence of mouse rRNA is to that of humans the best explanation for this apparent discrepancy would be _______.,Multiple Choice,homology,homoplasy,common ancestry,retro-evolution by humans,,2,,
If the molecular data best reflect the evolutionary history of [Pandas] then the morphological similarities of these two species is most likely due to _______.,Multiple Choice,the inheritance of acquired characteristics,sexual selection,inheritance of shared derived characters,possession of homoplastic traits,,4,,
The four-chambered hearts of birds and mammals are best described as _______.,Multiple Choice,structural homologies,vestigial structures,homoplasies,the result of shared ancestry,,3,,
Which of the following is TRUE of all horizontally oriented phylogenetic trees where time advances to the right?,Multiple Choice,Each branch point represents a point in absolute time.,Organisms represented at the base of such trees are descendants of those represented at higher levels.,The fewer branch points that occur between two taxa the more divergent their DNA sequences should be.,The common ancestor represented by a branch point farther right existed more recently in time than the common ancestors represented at branch points located farther to the left.,,4,,
Phylogenetic trees constructed from evidence from molecular systematics are based on similarities in _______.,Multiple Choice,morphology,the pattern of embryological development,biochemical pathways,habitat and lifestyle choices,mutations to homologous genes,5,,
Based on the tabular data... which phylogenetic tree is the most likely depiction of the evolutionary relationships among these five species?,Multiple Choice,Tree A,Tree B,Tree C,Tree D,,4,,
To apply parsimony for constructing a phylogenetic tree _______.,Multiple Choice,choose the tree that assumes all evolutionary changes are equally probable,choose the tree in which the branch points are based on as many shared derived characters as possible,"choose the tree that represents the fewest evolutionary changes, either in DNA sequences or morphology",choose the tree with the fewest branch points,,3,,
Which of the following organisms would be most likely to fossilize?,Multiple Choice,A rare worm,A common worm,A rare squirrel,A common squirrel,,4,,
In what way do footprints preserved in the fossil record contribute to our understanding of ancient life?,Multiple Choice,They only provide information about the size of extinct organisms.,Footprints are not valuable for understanding ancient life.,They offer insights into the locomotion and behavior of ancient species.,Only information about the geographical distribution of ancient organisms is obtained.,,3,,
How does the fossil record contribute to our understanding of evolutionary processes?,Multiple Choice,It offers information solely about the most recent evolutionary changes.,By providing a timeline of life on Earth and documenting transitional forms.,The fossil record does not provide any information about evolution.,It only helps in studying the genetics of extant species.,,2,,
Which of the following is LEAST likely to be present in the fossil record?,Multiple Choice,Burrowing species,Marine-dwelling species,Marsh-dwelling species,Desert-dwelling species,,4,,
Which of the following best explains why it took so long to realize there was animal-like life in the Precambrian?,Multiple Choice,There were no animals in the Precambrian.,Animals from the late Precambrian had soft bodies.,There were many hard-shelled animals in the Cambrian.,The global climate was such that there was poor fossilization in the Precambrian.,,2,,
Use of data from vine-rich locations leads to mean average temperature estimates that are lower than actual recorded temperatures in modern plant communities. This potential bias in paleobotanical climate estimates is due to which type of bias in the fossil record?,Multiple Choice,Taxonomic bias,Temporal bias,Habitat bias,Abundance bias,,3,,
Which of the following showed their greatest diversity during the Mesozoic era but were a small less diverse group during the Paleozoic era?,Multiple Choice,Gymnosperms,Fungi,Flowering plants,Mammals,,1,,
Which listing of geological periods is in the correct order from oldest to most recent?,Multiple Choice,"Cambrian, Devonian, Permian, and Cretaceous","Devonian, Cambrian, Permian, and Cretaceous","Cambrian, Permian, Devonian, and Cretaceous","Permian, Cambrian, Cretaceous, and Devonian",,1,,
You get in [a time machine]... but you see something that tells you are in the Cenozoic era. Which of the following could it be?,Multiple Choice,A rabbit eating a daisy,A water lily floating in a pond,A forest of large tree ferns,A herd of huge long-necked sauropod dinosaurs,,1,,
As your time machine lands... you realize you cannot breathe. You quickly shut the door realizing you are in the _______.,Multiple Choice,Archaeanc eon,Anthropocene epoch,Cenozoic era,Mesozoic era,,1,,
Approximately how far back in time does the fossil record extend?,Multiple Choice,3.5 million years,5.0 million years,3.5 billion years,5.0 billion years,,3,,
If arrows indicate locations in the column where fossils of a particular type first appear then which core in the figure has the most accurate arrangement of fossils?,Multiple Choice,Core A,Core B,Core C,Core D,,1,,
Which of the following reasons would explain why the sediment core lacks fossils of dragonflies with three-foot wingspans?,Multiple Choice,1 only,3 only,5 only,1 2 or 4,,4,,
Which of the following statements is correct?,Multiple Choice,There are fossils of animals in geological strata that are older than the Cambrian.,Only fossils of microorganisms are found in geological strata older than the Cambrian.,The Cambrian explosion is evidence for the instantaneous creation of life on Earth.,The Cambrian explosion marks the appearance of filter-feeding animals in the fossil record.,,1,,
Adaptive radiations can be a direct consequence of four of the following factors. Select the exception.,Multiple Choice,Vacant ecological niches,Genetic drift,Colonization of an isolated region,Evolutionary innovation,,2,,
A group of birds encounters a new island with varied habitats and unoccupied niches. What role does ecological opportunity play in this situation?,Multiple Choice,It restricts the adaptive potential of the bird species on the new island.,"Ecological opportunity enhances the adaptability of the bird species, leading to diversification into various niches.",The absence of ecological opportunity prevents adaptive radiations on the new island.,The island’s habitat variability has no impact on the adaptive processes of the bird species.,,2,,
If a plant species develops a unique mechanism for seed dispersal how does this innovation contribute to adaptive radiations?,Multiple Choice,Innovations in plants are unrelated to adaptive radiations.,Unique seed dispersal mechanisms limit the potential for adaptive radiations in plant species.,"The development of innovative seed dispersal mechanisms enhances the ability of plant species to colonize new environments, fostering adaptive radiations.",Adaptive radiations are solely driven by genetic mutations and not influenced by innovations.,,3,,
Which statement is most consistent with the hypothesis that the Cambrian explosion was caused by the rise of predator-prey relationships? The fossil record reveals an increased incidence of _______.,Multiple Choice,worm burrows,larger animals,fern galls,hard parts,,4,,
The Cambrian Explosion refers to the rapid evolution of major animal body plans. Does this mean that animals quit evolving after this time?,Multiple Choice,No – animals continued to evolve during and after the adaptive radiation.,Yes – this was the end of the adaptive radiation and hence the end of the evolution of animals.,,,,1,,
How could the duplication of the Hox gene complex help facilitate animal adaptive radiation?,Multiple Choice,The new gene copies helped facilitate the evolution of more complex body plans.,The new gene copies helped facilitate the evolution of smaller bodies.,The new gene copies led to lower metabolic rates.,,,1,,
Whatever its ultimate cause(s) the Cambrian explosion is a prime example of _______.,Multiple Choice,mass extinction,evolutionary stasis,adaptive radiation,a large meteor impact,,3,,
All of the following events can trigger an adaptive radiation EXCEPT _______.,Multiple Choice,"an unusual event splitting a habitat, such as a severe hurricane",the evolution of a new morphological feature,the colonization of a new habitat,the extinction of competitors,Hox gene duplication events,1,,
The largest extinction measured as a percentage of species that disappeared occurred at the end of which geological period?,Multiple Choice,Permian,Cretaceous,Tertiary,Devonian,,1,,
How do mass extinctions differ from background extinctions?,Multiple Choice,Mass extinctions occur over a longer period of time than background extinctions.,"Mass extinctions, but not background extinctions, are generally caused by competition.",Mass extinctions cause a larger proportion of organisms to go extinct than background extinctions.,"Mass extinctions typically result from Hox gene mutations, and background extinctions typically result from changes in weather patterns.",,3,,
Using the figure at what time interval does the cumulative extinction of ―other vertebrates‖ diverge from the ―background‖ cumulative extinction?,Multiple Choice,1500–1600,1600–1700,1800–1900,1900–2010,,3,,
Which of the following is thought to be responsible for this sixth mass extinction?,Multiple Choice,An asteroid impact in the Yucatan region of Mexico,A series of volcanoes in India,"Human impacts including habitat loss, pollution, overexploitation, invasive species, and climate change",There is no evidence of a sixth mass extinction.,,3,,
Which of these student-drawn trees highlights the most recent common ancestor of beetles and moths?,Multiple Choice,Tree A,Tree B,Tree C,Tree D,,4,,
Which tree or trees show(s) the same relationships as the reference tree? Select all that apply.,Checkbox,Tree 1,Tree 2,Tree 3,,,"1,2",,
Beetles are more closely related to moths than to ants.,"True/""False",1,"""False",,,,1,,
Beetles are more closely related to moths than to flies.,"True/""False",1,"""False",,,,2,,
Ants are more closely related to cockroaches than to crickets.,"True/""False",1,"""False",,,,2,
Dragonflies are more closely related to crickets than to cockroaches.,"True/""False",1,"""False",,,,2,
Four students were asked to simplify a phylogenetic tree... using one branch to represent the three different fruit trees. Which phylogenetic tree is correct?,Multiple Choice,Tree A,Tree B,Tree C,Tree D,,3,
Students were asked to add strawberries to a phylogenetic tree... Which phylogenetic tree does the best job of showing this addition?,Multiple Choice,Tree A,Tree B,Tree C,Tree D,,4,
Dragonflies are more closely related to crickets than to cockroaches because the labels are closer.,"True/""False",1,"""False",,,,2,
Dragonflies are more closely related to crickets than to ants because the labels are closer.,"True/""False",1,"""False",,,,2,
Ants are as closely related to dragonflies as crickets are to dragonflies because ants and crickets share the common ancestor marked by the dot.,"True/""False",1,"""False",,,,1,
If cockroaches were removed from the tree crickets would become more closely related to ants.,"True/""False",1,"""False",,,,2,
If butterflies were added to the tree as a sister group to moths beetles would become more distantly related to flies.,"True/""False",1,"""False",,,,2,
Ants are more closely related to beetles than to flies because there are only two nodes between ants and beetles but three nodes between ants and flies.,"True/""False",1,"""False",,,,2,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
